fetched_at,symbol,price_usd,market_cap_usd,volume_24h_usd,pct_change_24h,source_updated_at,source
2026-07-30T21:03:38.368993+00:00,BTC,64749.0,1298855398668.1062,27246955997.975193,2.0987388502730595,1785445330,coingecko
2026-07-30T21:03:38.368993+00:00,ETH,1920.94,231746177585.2341,7536943225.985199,2.0704490701212324,1785445330,coingecko
2026-07-30T21:03:38.368993+00:00,SOL,74.49,43154988998.48064,1463340775.1925216,2.662780242793712,1785445350,coingecko
